Entity,Code,Year,Renewables (TWh growth – sub method)
Sweden,SWE,2018,-12.021
Sweden,SWE,2019,20.347
Switzerland,CHE,1966,9.504
Switzerland,CHE,1967,6.477
Switzerland,CHE,1968,-0.93
Switzerland,CHE,1969,-3.528
Switzerland,CHE,1970,2.576
Switzerland,CHE,1971,-0.358
Switzerland,CHE,1972,-13.36
Switzerland,CHE,1973,6.535
Switzerland,CHE,1974,3.511
Switzerland,CHE,1975,12.182
Switzerland,CHE,1976,-17.74
Switzerland,CHE,1977,25.112
Switzerland,CHE,1978,-8.976
Switzerland,CHE,1979,-4.687
Switzerland,CHE,1980,10.138
Switzerland,CHE,1981,5.389
Switzerland,CHE,1982,2.223
Switzerland,CHE,1983,-2.507
Switzerland,CHE,1984,-14.433
Switzerland,CHE,1985,5.984
Switzerland,CHE,1986,2.628
Switzerland,CHE,1987,5.062
Switzerland,CHE,1988,3.118
Switzerland,CHE,1989,-16.678
Switzerland,CHE,1990,-0.186
Switzerland,CHE,1991,6.337
Switzerland,CHE,1992,1.871
Switzerland,CHE,1993,8.568
Switzerland,CHE,1994,9.309
Switzerland,CHE,1995,-10.767
Switzerland,CHE,1996,-17.727
Switzerland,CHE,1997,14.843
Switzerland,CHE,1998,-1.495
Switzerland,CHE,1999,18.319
Switzerland,CHE,2000,-8.572
Switzerland,CHE,2001,11.826
Switzerland,CHE,2002,-17.519
Switzerland,CHE,2003,-1.672
Switzerland,CHE,2004,-3.258
Switzerland,CHE,2005,-7.241
Switzerland,CHE,2006,-0.918
Switzerland,CHE,2007,10.995
Switzerland,CHE,2008,1.634
Switzerland,CHE,2009,-1.372
Switzerland,CHE,2010,0.536
Switzerland,CHE,2011,-9.539
Switzerland,CHE,2012,16.213
Switzerland,CHE,2013,-0.261
Switzerland,CHE,2014,-0.643
Switzerland,CHE,2015,0.492
Switzerland,CHE,2016,-8.906
Switzerland,CHE,2017,-0.673
Switzerland,CHE,2018,1.279
Switzerland,CHE,2019,0.541
Taiwan,TWN,1966,0.208
Taiwan,TWN,1967,-0.075
Taiwan,TWN,1968,3.417
Taiwan,TWN,1969,-2.256
Taiwan,TWN,1970,-0.519
Taiwan,TWN,1971,0.628
Taiwan,TWN,1972,1.514
Taiwan,TWN,1973,-0.658
Taiwan,TWN,1974,3.628
Taiwan,TWN,1975,1.544
Taiwan,TWN,1976,-2.719
Taiwan,TWN,1977,-0.719
Taiwan,TWN,1978,2.619
Taiwan,TWN,1979,-1.108
Taiwan,TWN,1980,-4.558
Taiwan,TWN,1981,5.181
Taiwan,TWN,1982,-0.004
Taiwan,TWN,1983,0.563
Taiwan,TWN,1984,-1.676
Taiwan,TWN,1985,4.487
Taiwan,TWN,1986,0.362
Taiwan,TWN,1987,-1.73
Taiwan,TWN,1988,-2.319
Taiwan,TWN,1989,1.399
Taiwan,TWN,1990,4.296
Taiwan,TWN,1991,-6.887
Taiwan,TWN,1992,7.58
Taiwan,TWN,1993,-6.958
Taiwan,TWN,1994,2.707
Taiwan,TWN,1995,-0.252
Taiwan,TWN,1996,-0.05
Taiwan,TWN,1997,1.187
Taiwan,TWN,1998,2.926
Taiwan,TWN,1999,-2.819
Taiwan,TWN,2000,-0.512
Taiwan,TWN,2001,2.239
Taiwan,TWN,2002,-5.453
Taiwan,TWN,2003,0.811
Taiwan,TWN,2004,0.553
Taiwan,TWN,2005,2.182
Taiwan,TWN,2006,0.67
Taiwan,TWN,2007,1.295
Taiwan,TWN,2008,-0.185
Taiwan,TWN,2009,-1.219
Taiwan,TWN,2010,1.954
Taiwan,TWN,2011,0.711
Taiwan,TWN,2012,4.246
Taiwan,TWN,2013,0.247
Taiwan,TWN,2014,-2.585
Taiwan,TWN,2015,1.208
Taiwan,TWN,2016,5.516
Taiwan,TWN,2017,-1.004
Taiwan,TWN,2018,0.17
Taiwan,TWN,2019,6.566
Thailand,THA,1966,0.619
Thailand,THA,1967,0.844
Thailand,THA,1968,0.103
Thailand,THA,1969,-0.997
Thailand,THA,1970,2.058
Thailand,THA,1971,0.725
Thailand,THA,1972,-0.889
Thailand,THA,1973,0.422
Thailand,THA,1974,1.606
Thailand,THA,1975,2.614
Thailand,THA,1976,0.661
Thailand,THA,1977,-1.033
Thailand,THA,1978,-3.208
Thailand,THA,1979,3.203
Thailand,THA,1980,-5.528
Thailand,THA,1981,4.725
Thailand,THA,1982,2.394
Thailand,THA,1983,-0.489
Thailand,THA,1984,1.169
Thailand,THA,1985,-1.083
Thailand,THA,1986,5.113
Thailand,THA,1987,-4.085
Thailand,THA,1988,-0.869
Thailand,THA,1989,4.96
Thailand,THA,1990,-1.691
Thailand,THA,1991,-1.084
Thailand,THA,1992,-0.987
Thailand,THA,1993,-1.494
Thailand,THA,1994,2.257
Thailand,THA,1995,6.337
Thailand,THA,1996,1.907
Thailand,THA,1997,-0.185
Thailand,THA,1998,-5.437
Thailand,THA,1999,-4.281
Thailand,THA,2000,7.115
Thailand,THA,2001,0.925
Thailand,THA,2002,3.509
Thailand,THA,2003,0.729
Thailand,THA,2004,-2.005
Thailand,THA,2005,-0.322
Thailand,THA,2006,6.788
Thailand,THA,2007,1.927
Thailand,THA,2008,0.42
Thailand,THA,2009,2.05
Thailand,THA,2010,-1.185
Thailand,THA,2011,8.865
Thailand,THA,2012,6.601
Thailand,THA,2013,0.559
Thailand,THA,2014,6.909
Thailand,THA,2015,0.598
Thailand,THA,2016,5.91
Thailand,THA,2017,10.738
Thailand,THA,2018,16.08
Thailand,THA,2019,9.529
Trinidad and Tobago,TTO,1966,0
Trinidad and Tobago,TTO,1967,0
Trinidad and Tobago,TTO,1968,0
Trinidad and Tobago,TTO,1969,0
Trinidad and Tobago,TTO,1970,0
Trinidad and Tobago,TTO,1971,0.097
Trinidad and Tobago,TTO,1972,0
Trinidad and Tobago,TTO,1973,-0.017
Trinidad and Tobago,TTO,1974,-0.011
Trinidad and Tobago,TTO,1975,-0.006
Trinidad and Tobago,TTO,1976,-0.011
Trinidad and Tobago,TTO,1977,0.011
Trinidad and Tobago,TTO,1978,0.017
Trinidad and Tobago,TTO,1979,0
Trinidad and Tobago,TTO,1980,-0.008
Trinidad and Tobago,TTO,1981,-0.019
Trinidad and Tobago,TTO,1982,-0.003
Trinidad and Tobago,TTO,1983,-0.006
Trinidad and Tobago,TTO,1984,-0.008
Trinidad and Tobago,TTO,1985,0.011
Trinidad and Tobago,TTO,1986,0.025
Trinidad and Tobago,TTO,1987,0.014
Trinidad and Tobago,TTO,1988,-0.011
Trinidad and Tobago,TTO,1989,-0.003
Trinidad and Tobago,TTO,1990,0.014
Trinidad and Tobago,TTO,1991,-0.017
Trinidad and Tobago,TTO,1992,0.014
Trinidad and Tobago,TTO,1993,-0.006
Trinidad and Tobago,TTO,1994,0.011
Trinidad and Tobago,TTO,1995,0.003
Trinidad and Tobago,TTO,1996,-0.044
Trinidad and Tobago,TTO,1997,0.003
Trinidad and Tobago,TTO,1998,0
Trinidad and Tobago,TTO,1999,0
Trinidad and Tobago,TTO,2000,0.006
Trinidad and Tobago,TTO,2001,0.026
Trinidad and Tobago,TTO,2002,-0.008
Trinidad and Tobago,TTO,2003,-0.037
Trinidad and Tobago,TTO,2004,0.031
Trinidad and Tobago,TTO,2005,-0.003
Trinidad and Tobago,TTO,2006,0.011
Trinidad and Tobago,TTO,2007,-0.019
Trinidad and Tobago,TTO,2008,0.003
Trinidad and Tobago,TTO,2009,-0.002
Trinidad and Tobago,TTO,2010,-0.049
Trinidad and Tobago,TTO,2011,0
Trinidad and Tobago,TTO,2012,0
Trinidad and Tobago,TTO,2013,0
Trinidad and Tobago,TTO,2014,0.001
Trinidad and Tobago,TTO,2015,0.002
Trinidad and Tobago,TTO,2016,0
Trinidad and Tobago,TTO,2017,0
Trinidad and Tobago,TTO,2018,-0.001
Trinidad and Tobago,TTO,2019,0
Turkey,TUR,1966,0.503
Turkey,TUR,1967,0.263
Turkey,TUR,1968,2.219
Turkey,TUR,1969,0.748
Turkey,TUR,1970,-1.178
Turkey,TUR,1971,-1.185
Turkey,TUR,1972,1.686
Turkey,TUR,1973,-1.608
Turkey,TUR,1974,2.118
Turkey,TUR,1975,7.113
Turkey,TUR,1976,6.701
Turkey,TUR,1977,0.707
Turkey,TUR,1978,1.893
Turkey,TUR,1979,2.673
Turkey,TUR,1980,2.918
Turkey,TUR,1981,3.45
Turkey,TUR,1982,4.002
Turkey,TUR,1983,-7.844
Turkey,TUR,1984,5.849
Turkey,TUR,1985,-3.882
Turkey,TUR,1986,-0.374
Turkey,TUR,1987,18.776
Turkey,TUR,1988,28.729
Turkey,TUR,1989,-30.599
Turkey,TUR,1990,14.515
Turkey,TUR,1991,-1.18
Turkey,TUR,1992,10.783
Turkey,TUR,1993,20.556
Turkey,TUR,1994,-9.358
Turkey,TUR,1995,14.259
Turkey,TUR,1996,13.57
Turkey,TUR,1997,-1.504
Turkey,TUR,1998,6.577
Turkey,TUR,1999,-21.246
Turkey,TUR,2000,-10.44
Turkey,TUR,2001,-19.349
Turkey,TUR,2002,25.945
Turkey,TUR,2003,3.74
Turkey,TUR,2004,28.489
Turkey,TUR,2005,-18.446
Turkey,TUR,2006,12.09
Turkey,TUR,2007,-22.168
Turkey,TUR,2008,-5.976
Turkey,TUR,2009,9.199
Turkey,TUR,2010,45.209
Turkey,TUR,2011,5.3
Turkey,TUR,2012,17.424
Turkey,TUR,2013,9.243
Turkey,TUR,2014,-43.302
Turkey,TUR,2015,77.699
Turkey,TUR,2016,15.311
Turkey,TUR,2017,-8.788
Turkey,TUR,2018,24.833
Turkey,TUR,2019,90.044
Turkmenistan,TKM,1986,0
Turkmenistan,TKM,1987,0
Turkmenistan,TKM,1988,0
Turkmenistan,TKM,1989,0
Turkmenistan,TKM,1990,0
Turkmenistan,TKM,1991,0
Turkmenistan,TKM,1992,0.003
Turkmenistan,TKM,1993,0.002
Turkmenistan,TKM,1994,-0.003
Turkmenistan,TKM,1995,0
Turkmenistan,TKM,1996,0.003
Turkmenistan,TKM,1997,0
Turkmenistan,TKM,1998,0.003
Turkmenistan,TKM,1999,-0.003
Turkmenistan,TKM,2000,-0.005
Turkmenistan,TKM,2001,0
Turkmenistan,TKM,2002,0
Turkmenistan,TKM,2003,0
Turkmenistan,TKM,2004,0
Turkmenistan,TKM,2005,0
Turkmenistan,TKM,2006,0
Turkmenistan,TKM,2007,0
Turkmenistan,TKM,2008,0
Turkmenistan,TKM,2009,0
Turkmenistan,TKM,2010,0
Turkmenistan,TKM,2011,0.001
Turkmenistan,TKM,2012,0.001
Turkmenistan,TKM,2013,0.002
Turkmenistan,TKM,2014,0.003
Turkmenistan,TKM,2015,0.005
Turkmenistan,TKM,2016,0.004
Turkmenistan,TKM,2017,0
Turkmenistan,TKM,2018,0
Turkmenistan,TKM,2019,0
Ukraine,UKR,1986,-0.16
Ukraine,UKR,1987,-2.946
Ukraine,UKR,1988,6.494
Ukraine,UKR,1989,-5.009
Ukraine,UKR,1990,1.069
Ukraine,UKR,1991,3.322
Ukraine,UKR,1992,-10.631
Ukraine,UKR,1993,8.767
Ukraine,UKR,1994,2.997
Ukraine,UKR,1995,-6.014
Ukraine,UKR,1996,-3.669
Ukraine,UKR,1997,3.4
Ukraine,UKR,1998,16.35
Ukraine,UKR,1999,-3.931
Ukraine,UKR,2000,-8.464
Ukraine,UKR,2001,1.916
Ukraine,UKR,2002,-6.792
Ukraine,UKR,2003,-1.205
Ukraine,UKR,2004,6.653
Ukraine,UKR,2005,1.452
Ukraine,UKR,2006,1.18
Ukraine,UKR,2007,-6.729
Ukraine,UKR,2008,3.396
Ukraine,UKR,2009,0.587
Ukraine,UKR,2010,3.122
Ukraine,UKR,2011,-5.895
Ukraine,UKR,2012,-0.081
Ukraine,UKR,2013,9.76
Ukraine,UKR,2014,-12.821
Ukraine,UKR,2015,-7.908
Ukraine,UKR,2016,5.311
Ukraine,UKR,2017,3.879
Ukraine,UKR,2018,5.014
Ukraine,UKR,2019,-2.777
United Arab Emirates,ARE,1966,0
United Arab Emirates,ARE,1967,0
United Arab Emirates,ARE,1968,0
United Arab Emirates,ARE,1969,0
United Arab Emirates,ARE,1970,0
United Arab Emirates,ARE,1971,0
United Arab Emirates,ARE,1972,0
United Arab Emirates,ARE,1973,0
United Arab Emirates,ARE,1974,0
United Arab Emirates,ARE,1975,0
United Arab Emirates,ARE,1976,0
United Arab Emirates,ARE,1977,0
United Arab Emirates,ARE,1978,0
United Arab Emirates,ARE,1979,0
United Arab Emirates,ARE,1980,0
United Arab Emirates,ARE,1981,0
United Arab Emirates,ARE,1982,0
United Arab Emirates,ARE,1983,0
United Arab Emirates,ARE,1984,0
United Arab Emirates,ARE,1985,0
United Arab Emirates,ARE,1986,0
United Arab Emirates,ARE,1987,0
United Arab Emirates,ARE,1988,0
United Arab Emirates,ARE,1989,0
United Arab Emirates,ARE,1990,0
United Arab Emirates,ARE,1991,0
United Arab Emirates,ARE,1992,0
United Arab Emirates,ARE,1993,0
United Arab Emirates,ARE,1994,0
United Arab Emirates,ARE,1995,0
United Arab Emirates,ARE,1996,0
United Arab Emirates,ARE,1997,0
United Arab Emirates,ARE,1998,0
United Arab Emirates,ARE,1999,0
United Arab Emirates,ARE,2000,0
United Arab Emirates,ARE,2001,0
United Arab Emirates,ARE,2002,0
United Arab Emirates,ARE,2003,0
United Arab Emirates,ARE,2004,0
United Arab Emirates,ARE,2005,0
United Arab Emirates,ARE,2006,0
United Arab Emirates,ARE,2007,0
United Arab Emirates,ARE,2008,0
United Arab Emirates,ARE,2009,0.017
United Arab Emirates,ARE,2010,0.031
United Arab Emirates,ARE,2011,0.006
United Arab Emirates,ARE,2012,0.009
United Arab Emirates,ARE,2013,0.16
United Arab Emirates,ARE,2014,0.585
United Arab Emirates,ARE,2015,-0.003
United Arab Emirates,ARE,2016,0.066
United Arab Emirates,ARE,2017,1.11
United Arab Emirates,ARE,2018,1.303
United Arab Emirates,ARE,2019,7.057
United Kingdom,GBR,1966,-0.211
United Kingdom,GBR,1967,0.969
United Kingdom,GBR,1968,-3.231
United Kingdom,GBR,1969,-1.294
United Kingdom,GBR,1970,3.556
United Kingdom,GBR,1971,-3.231
United Kingdom,GBR,1972,0
United Kingdom,GBR,1973,1.292
United Kingdom,GBR,1974,0.647
United Kingdom,GBR,1975,-0.647
United Kingdom,GBR,1976,1.939
United Kingdom,GBR,1977,-1.617
United Kingdom,GBR,1978,0.325
United Kingdom,GBR,1979,0.644
United Kingdom,GBR,1980,-0.969
United Kingdom,GBR,1981,1.292
United Kingdom,GBR,1982,0.325
United Kingdom,GBR,1983,0
United Kingdom,GBR,1984,0.003
United Kingdom,GBR,1985,-1.616
United Kingdom,GBR,1986,2.261
United Kingdom,GBR,1987,-1.618
United Kingdom,GBR,1988,1.941
United Kingdom,GBR,1989,-0.301
United Kingdom,GBR,1990,2.624
United Kingdom,GBR,1991,-1.359
United Kingdom,GBR,1992,3.012
United Kingdom,GBR,1993,-1.664
United Kingdom,GBR,1994,3.504
United Kingdom,GBR,1995,-0.817
United Kingdom,GBR,1996,-2.77
United Kingdom,GBR,1997,4.123
United Kingdom,GBR,1998,4.1
United Kingdom,GBR,1999,2.686
United Kingdom,GBR,2000,0.83
United Kingdom,GBR,2001,-1.191
United Kingdom,GBR,2002,4.186
United Kingdom,GBR,2003,-1.215
United Kingdom,GBR,2004,9.16
United Kingdom,GBR,2005,7.94
United Kingdom,GBR,2006,4.102
United Kingdom,GBR,2007,5.856
United Kingdom,GBR,2008,10.754
United Kingdom,GBR,2009,10.655
United Kingdom,GBR,2010,4.001
United Kingdom,GBR,2011,22.008
United Kingdom,GBR,2012,13.072
United Kingdom,GBR,2013,31.493
United Kingdom,GBR,2014,29.649
United Kingdom,GBR,2015,43.965
United Kingdom,GBR,2016,-1.427
United Kingdom,GBR,2017,37.579
United Kingdom,GBR,2018,30.412
United Kingdom,GBR,2019,26.252
United States,USA,1966,4.702
United States,USA,1967,75.821
United States,USA,1968,6.684
United States,USA,1969,79.319
United States,USA,1970,-7.02
United States,USA,1971,53.084
United States,USA,1972,23.752
United States,USA,1973,2.26
United States,USA,1974,81.907
United States,USA,1975,-4.777
United States,USA,1976,-37.728
United States,USA,1977,-174.983
United States,USA,1978,171.15
United States,USA,1979,1.9
United States,USA,1980,-8.425
United States,USA,1981,-41.03
United States,USA,1982,133.464
United States,USA,1983,73.76
United States,USA,1984,-14.704
United States,USA,1985,-110.007
United States,USA,1986,33.62
United States,USA,1987,-104.459
United States,USA,1988,-75.836
United States,USA,1989,153.267
United States,USA,1990,92.566
United States,USA,1991,-1.615
United States,USA,1992,-85.446
United States,USA,1993,87.591
United States,USA,1994,-52.316
United States,USA,1995,136.979
United States,USA,1996,96.284
United States,USA,1997,32.528
United States,USA,1998,-92.328
United States,USA,1999,-7.455
United States,USA,2000,-113.415
United States,USA,2001,-172.33
United States,USA,2002,158.106
United States,USA,2003,44.929
United States,USA,2004,1.398
United States,USA,2005,30.469
United States,USA,2006,109.749
United States,USA,2007,-59.039
United States,USA,2008,136.046
United States,USA,2009,129.332
United States,USA,2010,59.054
United States,USA,2011,241.208
United States,USA,2012,-48.278
United States,USA,2013,96.371
United States,USA,2014,47.043
United States,USA,2015,30.81
United States,USA,2016,195.077
United States,USA,2017,198.599
United States,USA,2018,51.052
United States,USA,2019,42.065
Uzbekistan,UZB,1986,-2.259
Uzbekistan,UZB,1987,5.978
Uzbekistan,UZB,1988,1.093
Uzbekistan,UZB,1989,-4.616
Uzbekistan,UZB,1990,3.183
Uzbekistan,UZB,1991,-1.714
Uzbekistan,UZB,1992,0.694
Uzbekistan,UZB,1993,2.992
Uzbekistan,UZB,1994,-0.561
Uzbekistan,UZB,1995,-2.689
Uzbekistan,UZB,1996,0.936
Uzbekistan,UZB,1997,-2.078
Uzbekistan,UZB,1998,-0.053
Uzbekistan,UZB,1999,-0.183
Uzbekistan,UZB,2000,0.519
Uzbekistan,UZB,2001,0.275
Uzbekistan,UZB,2002,0.356
Uzbekistan,UZB,2003,2.531
Uzbekistan,UZB,2004,-1.915
Uzbekistan,UZB,2005,0.917
Uzbekistan,UZB,2006,-2.858
Uzbekistan,UZB,2007,1.516
Uzbekistan,UZB,2008,-5.574
Uzbekistan,UZB,2009,5.431
Uzbekistan,UZB,2010,4.351
Uzbekistan,UZB,2011,-6.533
Uzbekistan,UZB,2012,1.542
Uzbekistan,UZB,2013,-0.316
Uzbekistan,UZB,2014,-0.312
Uzbekistan,UZB,2015,-0.51
Uzbekistan,UZB,2016,3.197
Uzbekistan,UZB,2017,2.643
Uzbekistan,UZB,2018,-6.409
Uzbekistan,UZB,2019,1.444
Venezuela,VEN,1966,0.072
Venezuela,VEN,1967,0.669
Venezuela,VEN,1968,3.089
Venezuela,VEN,1969,1.228
Venezuela,VEN,1970,2.539
Venezuela,VEN,1971,3.572
Venezuela,VEN,1972,1.75
Venezuela,VEN,1973,0.569
Venezuela,VEN,1974,4.117
Venezuela,VEN,1975,3.4
Venezuela,VEN,1976,4.575
Venezuela,VEN,1977,4.403
Venezuela,VEN,1978,0.192
Venezuela,VEN,1979,5.578
Venezuela,VEN,1980,0.964
Venezuela,VEN,1981,1.392
Venezuela,VEN,1982,2.017
Venezuela,VEN,1983,6.247
Venezuela,VEN,1984,6.056
Venezuela,VEN,1985,6.681
Venezuela,VEN,1986,6.975
Venezuela,VEN,1987,15.789
Venezuela,VEN,1988,9.333
Venezuela,VEN,1989,1.286
Venezuela,VEN,1990,6.436
Venezuela,VEN,1991,20.997
Venezuela,VEN,1992,7.581
Venezuela,VEN,1993,0.575
Venezuela,VEN,1994,10.572
Venezuela,VEN,1995,0.461
Venezuela,VEN,1996,6.658
Venezuela,VEN,1997,9.503
Venezuela,VEN,1998,1.819
Venezuela,VEN,1999,7.436
Venezuela,VEN,2000,6.35
Venezuela,VEN,2001,-7.882
Venezuela,VEN,2002,-3.563
Venezuela,VEN,2003,1.673
Venezuela,VEN,2004,24.783
Venezuela,VEN,2005,17.665
Venezuela,VEN,2006,10.256
Venezuela,VEN,2007,2.946
Venezuela,VEN,2008,8.34
Venezuela,VEN,2009,-3.705
Venezuela,VEN,2010,-25.309
Venezuela,VEN,2011,15.614
Venezuela,VEN,2012,-4.956
Venezuela,VEN,2013,3.006
Venezuela,VEN,2014,-13.13
Venezuela,VEN,2015,-14.718
Venezuela,VEN,2016,-30.517
Venezuela,VEN,2017,-6.92
Venezuela,VEN,2018,-6.609
Venezuela,VEN,2019,15.402
Vietnam,VNM,1966,0.139
Vietnam,VNM,1967,0.111
Vietnam,VNM,1968,0.139
Vietnam,VNM,1969,0.167
Vietnam,VNM,1970,0.167
Vietnam,VNM,1971,0.039
Vietnam,VNM,1972,-0.533
Vietnam,VNM,1973,-0.006
Vietnam,VNM,1974,0
Vietnam,VNM,1975,0.222
Vietnam,VNM,1976,0.158
Vietnam,VNM,1977,0.119
Vietnam,VNM,1978,0.556
Vietnam,VNM,1979,0.556
Vietnam,VNM,1980,1.356
Vietnam,VNM,1981,0.053
Vietnam,VNM,1982,0.147
Vietnam,VNM,1983,-0.936
Vietnam,VNM,1984,1.044
Vietnam,VNM,1985,-0.339
Vietnam,VNM,1986,-0.194
Vietnam,VNM,1987,-0.064
Vietnam,VNM,1988,1.131
Vietnam,VNM,1989,5.686
Vietnam,VNM,1990,4.253
Vietnam,VNM,1991,2.633
Vietnam,VNM,1992,2.531
Vietnam,VNM,1993,2.047
Vietnam,VNM,1994,3.55
Vietnam,VNM,1995,3.719
Vietnam,VNM,1996,3.961
Vietnam,VNM,1997,-0.975
Vietnam,VNM,1998,-1.561
Vietnam,VNM,1999,7.442
Vietnam,VNM,2000,2.158
Vietnam,VNM,2001,9.835
Vietnam,VNM,2002,-0.357
Vietnam,VNM,2003,1.827
Vietnam,VNM,2004,-3.491
Vietnam,VNM,2005,-3.622
Vietnam,VNM,2006,8.249
Vietnam,VNM,2007,6.948
Vietnam,VNM,2008,8.933
Vietnam,VNM,2009,10.095
Vietnam,VNM,2010,-4.198
Vietnam,VNM,2011,32.074
Vietnam,VNM,2012,30.857
Vietnam,VNM,2013,10.804
Vietnam,VNM,2014,10.174
Vietnam,VNM,2015,-13.277
Vietnam,VNM,2016,21.542
Vietnam,VNM,2017,55.979
Vietnam,VNM,2018,-11.569
Vietnam,VNM,2019,-37.115
World,OWID_WRL,1966,173.444
World,OWID_WRL,1967,61.406
World,OWID_WRL,1968,154.666
World,OWID_WRL,1969,176.645
World,OWID_WRL,1970,153.721
World,OWID_WRL,1971,151.676
World,OWID_WRL,1972,165.454
World,OWID_WRL,1973,57.186
World,OWID_WRL,1974,361.471
World,OWID_WRL,1975,50.415
World,OWID_WRL,1976,-4.938
World,OWID_WRL,1977,140.663
World,OWID_WRL,1978,347.567
World,OWID_WRL,1979,233.351
World,OWID_WRL,1980,110.233
World,OWID_WRL,1981,113.946
World,OWID_WRL,1982,111.748
World,OWID_WRL,1983,232.014
World,OWID_WRL,1984,198.924
World,OWID_WRL,1985,111.687
World,OWID_WRL,1986,96.283
World,OWID_WRL,1987,92.362
World,OWID_WRL,1988,188.301
World,OWID_WRL,1989,4.133
World,OWID_WRL,1990,339.027
World,OWID_WRL,1991,161.698
World,OWID_WRL,1992,23.623
World,OWID_WRL,1993,386.674
World,OWID_WRL,1994,70.712
World,OWID_WRL,1995,383.781
World,OWID_WRL,1996,105.92
World,OWID_WRL,1997,169.74
World,OWID_WRL,1998,90.974
World,OWID_WRL,1999,92.632
World,OWID_WRL,2000,178.277
World,OWID_WRL,2001,-203.847
World,OWID_WRL,2002,180.744
World,OWID_WRL,2003,18.034
World,OWID_WRL,2004,615.762
World,OWID_WRL,2005,348.493
World,OWID_WRL,2006,430.021
World,OWID_WRL,2007,341.839
World,OWID_WRL,2008,756.335
World,OWID_WRL,2009,234.527
World,OWID_WRL,2010,831.009
World,OWID_WRL,2011,509.233
World,OWID_WRL,2012,740.099
World,OWID_WRL,2013,851.763
World,OWID_WRL,2014,608.558
World,OWID_WRL,2015,487.307
World,OWID_WRL,2016,813.462
World,OWID_WRL,2017,900.567
World,OWID_WRL,2018,977.682
World,OWID_WRL,2019,962.745
